datetime,avg_nat_gas_production_forecast
2023-06-27T00:00:00.000000000,21.51141
2023-06-27T01:00:00.000000000,20.47776
2023-06-27T02:00:00.000000000,19.48411
2023-06-27T03:00:00.000000000,22.58378
2023-06-27T04:00:00.000000000,24.33007
2023-06-27T05:00:00.000000000,23.30858
2023-06-27T06:00:00.000000000,23.72488
2023-06-27T07:00:00.000000000,22.50289
2023-06-27T08:00:00.000000000,22.15248
2023-06-27T09:00:00.000000000,21.46219
2023-06-27T10:00:00.000000000,20.87831
2023-06-27T11:00:00.000000000,20.54038
2023-06-27T12:00:00.000000000,19.77597
2023-06-27T13:00:00.000000000,19.73329
2023-06-27T14:00:00.000000000,17.6337
2023-06-27T15:00:00.000000000,18.98937
2023-06-27T16:00:00.000000000,17.62546
2023-06-27T17:00:00.000000000,19.95326
2023-06-27T18:00:00.000000000,20.24002
2023-06-27T19:00:00.000000000,21.52721
2023-06-27T20:00:00.000000000,21.07923
2023-06-27T21:00:00.000000000,20.59964
2023-06-27T22:00:00.000000000,21.0722
2023-06-27T23:00:00.000000000,21.29841
2023-06-28T00:00:00.000000000,21.51141
2023-06-28T01:00:00.000000000,20.47776
2023-06-28T02:00:00.000000000,19.48411
2023-06-28T03:00:00.000000000,22.58378
2023-06-28T04:00:00.000000000,24.33007
2023-06-28T05:00:00.000000000,23.30858
2023-06-28T06:00:00.000000000,23.72488
2023-06-28T07:00:00.000000000,22.50289
2023-06-28T08:00:00.000000000,22.15248
2023-06-28T09:00:00.000000000,21.46219
2023-06-28T10:00:00.000000000,20.87831
2023-06-28T11:00:00.000000000,20.54038
2023-06-28T12:00:00.000000000,19.77597
2023-06-28T13:00:00.000000000,19.73329
2023-06-28T14:00:00.000000000,17.6337
2023-06-28T15:00:00.000000000,18.98937
2023-06-28T16:00:00.000000000,17.62546
2023-06-28T17:00:00.000000000,19.95326
2023-06-28T18:00:00.000000000,20.24002
2023-06-28T19:00:00.000000000,21.52721
2023-06-28T20:00:00.000000000,21.07923
2023-06-28T21:00:00.000000000,20.59964
2023-06-28T22:00:00.000000000,21.0722
2023-06-28T23:00:00.000000000,21.29841
2023-06-29T00:00:00.000000000,21.51141
2023-06-29T01:00:00.000000000,20.47776
2023-06-29T02:00:00.000000000,19.48411
2023-06-29T03:00:00.000000000,22.58378
2023-06-29T04:00:00.000000000,24.33007
2023-06-29T05:00:00.000000000,23.30858
2023-06-29T06:00:00.000000000,23.72488
2023-06-29T07:00:00.000000000,22.50289
2023-06-29T08:00:00.000000000,22.15248
2023-06-29T09:00:00.000000000,21.46219
2023-06-29T10:00:00.000000000,20.87831
2023-06-29T11:00:00.000000000,20.54038
2023-06-29T12:00:00.000000000,19.77597
2023-06-29T13:00:00.000000000,19.73329
2023-06-29T14:00:00.000000000,17.6337
2023-06-29T15:00:00.000000000,18.98937
2023-06-29T16:00:00.000000000,17.62546
2023-06-29T17:00:00.000000000,19.95326
2023-06-29T18:00:00.000000000,20.24002
2023-06-29T19:00:00.000000000,21.52721
2023-06-29T20:00:00.000000000,21.07923
2023-06-29T21:00:00.000000000,20.59964
2023-06-29T22:00:00.000000000,21.0722
2023-06-29T23:00:00.000000000,21.29841
2023-06-30T00:00:00.000000000,21.51141
2023-06-30T01:00:00.000000000,20.47776
2023-06-30T02:00:00.000000000,19.48411
2023-06-30T03:00:00.000000000,22.58378
2023-06-30T04:00:00.000000000,24.33007
2023-06-30T05:00:00.000000000,23.30858
2023-06-30T06:00:00.000000000,23.72488
2023-06-30T07:00:00.000000000,22.50289
2023-06-30T08:00:00.000000000,22.15248
2023-06-30T09:00:00.000000000,21.46219
2023-06-30T10:00:00.000000000,20.87831
2023-06-30T11:00:00.000000000,20.54038
2023-06-30T12:00:00.000000000,19.77597
2023-06-30T13:00:00.000000000,19.73329
2023-06-30T14:00:00.000000000,17.6337
2023-06-30T15:00:00.000000000,18.98937
2023-06-30T16:00:00.000000000,17.62546
2023-06-30T17:00:00.000000000,19.95326
2023-06-30T18:00:00.000000000,20.24002
2023-06-30T19:00:00.000000000,21.52721
2023-06-30T20:00:00.000000000,21.07923
2023-06-30T21:00:00.000000000,20.59964
2023-06-30T22:00:00.000000000,21.0722
2023-06-30T23:00:00.000000000,21.29841
