Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind
39576,2023-07-08 00:00:00,2024-07-17 00:00:00,3.1,489.32,3397.0,386.0,1394.0,109.0,282.0
39577,2023-07-08 01:00:00,2024-07-17 00:00:00,3.1,490.98,3367.0,320.0,1397.0,80.0,289.0
39578,2023-07-08 02:00:00,2024-07-17 00:00:00,3.1,495.1,3269.0,301.0,1369.0,32.0,272.0
39579,2023-07-08 03:00:00,2024-07-17 00:00:00,3.1,516.76,3367.0,341.0,1345.0,1.0,142.0
39580,2023-07-08 04:00:00,2024-07-17 00:00:00,3.1,522.42,3451.0,382.0,1346.0,0.0,112.0
39581,2023-07-08 05:00:00,2024-07-17 00:00:00,3.1,529.24,3471.0,397.0,1241.0,0.0,153.0
39582,2023-07-08 06:00:00,2024-07-17 00:00:00,3.1,528.64,3364.0,354.0,1160.0,0.0,206.0
39583,2023-07-08 07:00:00,2024-07-17 00:00:00,3.1,528.03,3221.0,331.0,1105.0,0.0,211.0
39584,2023-07-08 08:00:00,2024-07-17 00:00:00,3.1,517.9,3040.0,312.0,1063.0,0.0,269.0
39585,2023-07-08 09:00:00,2024-07-17 00:00:00,3.1,519.75,2953.0,309.0,1032.0,0.0,244.0
39586,2023-07-08 10:00:00,2024-07-17 00:00:00,3.1,502.18,2826.0,277.0,1027.0,0.0,351.0
39587,2023-07-08 11:00:00,2024-07-17 00:00:00,3.1,506.58,2738.0,277.0,995.0,0.0,300.0
39588,2023-07-08 12:00:00,2024-07-17 00:00:00,3.1,508.24,2771.0,278.0,1012.0,0.0,285.0
39589,2023-07-08 13:00:00,2024-07-17 00:00:00,3.1,493.08,2774.0,283.0,1083.0,18.0,330.0
39590,2023-07-08 14:00:00,2024-07-17 00:00:00,3.1,479.55,2766.0,274.0,1160.0,99.0,296.0
39591,2023-07-08 15:00:00,2024-07-17 00:00:00,3.1,465.66,2678.0,281.0,1210.0,167.0,258.0
39592,2023-07-08 16:00:00,2024-07-17 00:00:00,3.1,444.92,2581.0,272.0,1184.0,188.0,410.0
39593,2023-07-08 17:00:00,2024-07-17 00:00:00,3.1,425.8,2369.0,270.0,1105.0,200.0,519.0
39594,2023-07-08 18:00:00,2024-07-17 00:00:00,3.1,409.73,2287.0,269.0,1109.0,211.0,609.0
39595,2023-07-08 19:00:00,2024-07-17 00:00:00,3.1,410.08,2341.0,272.0,1111.0,225.0,635.0
39596,2023-07-08 20:00:00,2024-07-17 00:00:00,3.1,411.92,2424.0,268.0,1154.0,193.0,674.0
39597,2023-07-08 21:00:00,2024-07-17 00:00:00,3.1,408.45,2446.0,268.0,1201.0,197.0,682.0
39598,2023-07-08 22:00:00,2024-07-17 00:00:00,3.1,403.74,2528.0,272.0,1249.0,206.0,753.0
39599,2023-07-08 23:00:00,2024-07-17 00:00:00,3.1,388.55,2502.0,271.0,1345.0,175.0,859.0
